Endereco ip;Status;ip
192.168.0.1,reachable,192.168.0.1
127.0.0.1,reachable,127.0.0.1
23.216.189.228,Timeout,23.216.189.228
www.globo.com,Timeout,186.192.81.5
128.40.2.1,Timeout,128.40.2.1
129.0.1.2,Timeout,129.0.1.2
www.apple.com,Timeout,2.23.99.249

